,id,comment,program,time,love,play
0,버뮤다,안녕하세요~,부담없고_푸짐한_구룡포_연지홍게_라이브_특가행사!,2022-05-02_10:01:48,4,"4,308"
1,사막여우,방가워요,부담없고_푸짐한_구룡포_연지홍게_라이브_특가행사!,2022-05-02_10:01:48,4,"4,308"
2,사막여우,대기했지렁,부담없고_푸짐한_구룡포_연지홍게_라이브_특가행사!,2022-05-02_10:01:48,4,"4,308"
3,틴틴,홍게 너무 먹고싶었어요 ㅠㅠ,부담없고_푸짐한_구룡포_연지홍게_라이브_특가행사!,2022-05-02_10:01:48,4,"4,308"
4,틴틴,저번 방송때 구매 못해서ㅜㅜ,부담없고_푸짐한_구룡포_연지홍게_라이브_특가행사!,2022-05-02_10:01:48,4,"4,308"
5,모모,안녕하세요. 알람 떠서 왔어요,부담없고_푸짐한_구룡포_연지홍게_라이브_특가행사!,2022-05-02_10:01:48,4,"4,308"
6,,,부담없고_푸짐한_구룡포_연지홍게_라이브_특가행사!,2022-05-02_10:01:48,4,"4,308"
7,미니,홍게네요 오늘,부담없고_푸짐한_구룡포_연지홍게_라이브_특가행사!,2022-05-02_10:02:42,27,"4,332"
8,미니,홍게도 맛있겠다,부담없고_푸짐한_구룡포_연지홍게_라이브_특가행사!,2022-05-02_10:02:42,27,"4,332"
9,미니,홍게~,부담없고_푸짐한_구룡포_연지홍게_라이브_특가행사!,2022-05-02_10:02:42,27,"4,332"
10,힘,홍게 가격 부담 없이 먹기 좋은데!!,부담없고_푸짐한_구룡포_연지홍게_라이브_특가행사!,2022-05-02_10:03:44,29,"4,350"
11,힘,홍게 방송 하시네 딱,부담없고_푸짐한_구룡포_연지홍게_라이브_특가행사!,2022-05-02_10:03:44,29,"4,350"
12,사막여우,먹을 것도 많아요??,부담없고_푸짐한_구룡포_연지홍게_라이브_특가행사!,2022-05-02_10:03:44,29,"4,350"
13,버뮤다,3키로면 몇마리인가요?,부담없고_푸짐한_구룡포_연지홍게_라이브_특가행사!,2022-05-02_10:04:52,49,"4,365"
14,착한토끼,방송이 안나오네요 저만그런가,부담없고_푸짐한_구룡포_연지홍게_라이브_특가행사!,2022-05-02_10:04:52,49,"4,365"
15,틴틴,빠른 배송 가능한가요?,부담없고_푸짐한_구룡포_연지홍게_라이브_특가행사!,2022-05-02_10:05:40,56,"4,385"
16,간지,많이 들어있네요,부담없고_푸짐한_구룡포_연지홍게_라이브_특가행사!,2022-05-02_10:06:26,66,"4,393"
17,간지,살 통통할려나~,부담없고_푸짐한_구룡포_연지홍게_라이브_특가행사!,2022-05-02_10:07:13,67,"4,399"
18,마미얌,내장이 많이 있네요,부담없고_푸짐한_구룡포_연지홍게_라이브_특가행사!,2022-05-02_10:08:06,97,"4,409"
19,ljm,저도 방송 안나와요,부담없고_푸짐한_구룡포_연지홍게_라이브_특가행사!,2022-05-02_10:08:06,97,"4,409"
20,마미얌,이정도면 밥비벼 먹는데 아주 좋을거 같아요,부담없고_푸짐한_구룡포_연지홍게_라이브_특가행사!,2022-05-02_10:08:06,97,"4,409"
21,사막여우,내장에 밥 비벼 먹으면 맛있을 거 같아요,부담없고_푸짐한_구룡포_연지홍게_라이브_특가행사!,2022-05-02_10:08:59,108,"4,423"
22,ljm,착한토끼님 나갔다 다시 들어오니 됩니다,부담없고_푸짐한_구룡포_연지홍게_라이브_특가행사!,2022-05-02_10:09:46,108,"4,429"
23,간지,3키로씩만 추가구매 가능 하죠??,부담없고_푸짐한_구룡포_연지홍게_라이브_특가행사!,2022-05-02_10:10:42,110,"4,437"
24,장미같은,배송이 얼마나 걸릴까요,부담없고_푸짐한_구룡포_연지홍게_라이브_특가행사!,2022-05-02_10:11:43,144,"4,447"
25,돌돌이,국물용하고 프리미엄하고 차이가 많나요?,부담없고_푸짐한_구룡포_연지홍게_라이브_특가행사!,2022-05-02_10:11:43,144,"4,447"
26,킴구사이,맛 기대되네요,부담없고_푸짐한_구룡포_연지홍게_라이브_특가행사!,2022-05-02_10:12:50,216,"4,457"
27,사막여우,수율이 좋나보네여~ ㅎㅎ,부담없고_푸짐한_구룡포_연지홍게_라이브_특가행사!,2022-05-02_10:12:50,216,"4,457"
28,마미얌,당일 조업이라 신선하겠어요,부담없고_푸짐한_구룡포_연지홍게_라이브_특가행사!,2022-05-02_10:13:56,255,"4,464"
29,신사,토요일에 배송 지정하면 토요일에받을 수 있는 건가요?,부담없고_푸짐한_구룡포_연지홍게_라이브_특가행사!,2022-05-02_10:15:53,296,"4,490"
30,시작,홍게 맛있어요? 연지홍게는 뭐가 다른 가요?,부담없고_푸짐한_구룡포_연지홍게_라이브_특가행사!,2022-05-02_10:17:47,300,"4,512"
31,장미같은,주문 했는데 홍게 살 많았으면 좋겠네요~,부담없고_푸짐한_구룡포_연지홍게_라이브_특가행사!,2022-05-02_10:19:55,464,"4,531"
32,대박이,살 수율 괜찮나요?,부담없고_푸짐한_구룡포_연지홍게_라이브_특가행사!,2022-05-02_10:19:55,464,"4,531"
33,착한토끼,저도 믿고 주문했어요 가족들이랑 먹으려구요,부담없고_푸짐한_구룡포_연지홍게_라이브_특가행사!,2022-05-02_10:21:03,568,"4,537"
34,장미같은,내장도 많길~ㅎ,부담없고_푸짐한_구룡포_연지홍게_라이브_특가행사!,2022-05-02_10:21:03,568,"4,537"
35,대박이,내장 상당히 많아 보이네요,부담없고_푸짐한_구룡포_연지홍게_라이브_특가행사!,2022-05-02_10:21:03,568,"4,537"
0,mh남편,합배송 신청하면 배송비는 제외인가요??,시크릿상품_엔공구_대표님_빅딜!!_단_하루의_기회🎁,2022-05-02_13:10:03,"33,026","6,784"
1,패랭이,이건 개꿀,시크릿상품_엔공구_대표님_빅딜!!_단_하루의_기회🎁,2022-05-02_13:10:03,"33,026","6,784"
2,패랭이,인정ㅡㅡㅋ,시크릿상품_엔공구_대표님_빅딜!!_단_하루의_기회🎁,2022-05-02_13:10:03,"33,026","6,784"
3,mh남편,기다린 보람이 있네요^^,시크릿상품_엔공구_대표님_빅딜!!_단_하루의_기회🎁,2022-05-02_13:10:03,"33,026","6,784"
4,반지하의제왕,감사합니당 ^.^,시크릿상품_엔공구_대표님_빅딜!!_단_하루의_기회🎁,2022-05-02_13:10:03,"33,026","6,784"
5,반지하의제왕,개꿀 워플~~~,시크릿상품_엔공구_대표님_빅딜!!_단_하루의_기회🎁,2022-05-02_13:10:03,"33,026","6,784"
6,패랭이,mh남편님워플,시크릿상품_엔공구_대표님_빅딜!!_단_하루의_기회🎁,2022-05-02_13:10:03,"33,026","6,784"
7,패랭이,구매후합배싀,시크릿상품_엔공구_대표님_빅딜!!_단_하루의_기회🎁,2022-05-02_13:10:03,"33,026","6,784"
8,패랭이,"무배욧 위플 배송비없어쪼,",시크릿상품_엔공구_대표님_빅딜!!_단_하루의_기회🎁,2022-05-02_13:10:03,"33,026","6,784"
9,패랭이,",",시크릿상품_엔공구_대표님_빅딜!!_단_하루의_기회🎁,2022-05-02_13:10:03,"33,026","6,784"
10,패랭이,?,시크릿상품_엔공구_대표님_빅딜!!_단_하루의_기회🎁,2022-05-02_13:10:03,"33,026","6,784"
11,mh남편,네..워플결재다했는데,시크릿상품_엔공구_대표님_빅딜!!_단_하루의_기회🎁,2022-05-02_13:10:03,"33,026","6,784"
12,패랭이,네네,시크릿상품_엔공구_대표님_빅딜!!_단_하루의_기회🎁,2022-05-02_13:10:03,"33,026","6,784"
13,패랭이,그럼 딴거사시고,시크릿상품_엔공구_대표님_빅딜!!_단_하루의_기회🎁,2022-05-02_13:10:03,"33,026","6,784"
14,mh남편,3ph구매하려구요,시크릿상품_엔공구_대표님_빅딜!!_단_하루의_기회🎁,2022-05-02_13:10:03,"33,026","6,784"
15,반지하의제왕,추가할 상품 착불 구매하시고 네이버 톡톡 합배송요청,시크릿상품_엔공구_대표님_빅딜!!_단_하루의_기회🎁,2022-05-02_13:10:03,"33,026","6,784"
16,패랭이,착불로,시크릿상품_엔공구_대표님_빅딜!!_단_하루의_기회🎁,2022-05-02_13:10:03,"33,026","6,784"
17,패랭이,하신후 합배,시크릿상품_엔공구_대표님_빅딜!!_단_하루의_기회🎁,2022-05-02_13:10:03,"33,026","6,784"
18,반지하의제왕,하시면되요,시크릿상품_엔공구_대표님_빅딜!!_단_하루의_기회🎁,2022-05-02_13:10:03,"33,026","6,784"
19,패랭이,하심 댑니다,시크릿상품_엔공구_대표님_빅딜!!_단_하루의_기회🎁,2022-05-02_13:10:03,"33,026","6,784"
20,mh남편,아...감사합니다^^,시크릿상품_엔공구_대표님_빅딜!!_단_하루의_기회🎁,2022-05-02_13:10:03,"33,026","6,784"
21,반지하의제왕,ㅎㅎ,시크릿상품_엔공구_대표님_빅딜!!_단_하루의_기회🎁,2022-05-02_13:10:03,"33,026","6,784"
22,mh남편,패랭이님도 당첨축하드립니다^^,시크릿상품_엔공구_대표님_빅딜!!_단_하루의_기회🎁,2022-05-02_13:10:03,"33,026","6,784"
23,패랭이,네이버선물하기로,시크릿상품_엔공구_대표님_빅딜!!_단_하루의_기회🎁,2022-05-02_13:10:03,"33,026","6,784"
24,패랭이,포인트도챙기세요,시크릿상품_엔공구_대표님_빅딜!!_단_하루의_기회🎁,2022-05-02_13:10:03,"33,026","6,784"
25,패랭이,전 암것도안주시던디요ㅡㅡㅋ,시크릿상품_엔공구_대표님_빅딜!!_단_하루의_기회🎁,2022-05-02_13:10:03,"33,026","6,784"
26,mh남편,저는 제가진짜될줄은..상상도못했네요,시크릿상품_엔공구_대표님_빅딜!!_단_하루의_기회🎁,2022-05-02_13:10:03,"33,026","6,784"
27,패랭이,파업한다 쾅쾅ㅋ,시크릿상품_엔공구_대표님_빅딜!!_단_하루의_기회🎁,2022-05-02_13:10:03,"33,026","6,784"
28,패랭이,긑났네용,시크릿상품_엔공구_대표님_빅딜!!_단_하루의_기회🎁,2022-05-02_13:10:03,"33,026","6,784"
29,패랭이,이따뱁게오,시크릿상품_엔공구_대표님_빅딜!!_단_하루의_기회🎁,2022-05-02_13:10:03,"33,026","6,784"
0,lov,우와!!,네이쳐러브메레❄️Cool~❄️리츄얼낮잠이불54%OFF,2022-04-28_14:17:11,"16,784","1,731"
1,펭하,어머.. 진짜 뜯어서 보여주시니까 바로 믿을수 있을것 같아요!!!!,네이쳐러브메레❄️Cool~❄️리츄얼낮잠이불54%OFF,2022-04-28_14:17:11,"16,784","1,731"
2,lov,여름에 쓰기 좋겠어요!!,네이쳐러브메레❄️Cool~❄️리츄얼낮잠이불54%OFF,2022-04-28_14:17:11,"16,784","1,731"
3,아오이유우,헐..ㅜㅜ 특가는 또 안하나요?ㅜㅜ,네이쳐러브메레❄️Cool~❄️리츄얼낮잠이불54%OFF,2022-04-28_14:17:11,"16,784","1,731"
4,육아전쟁,카시트에도 설치가능한거 볼 수 있나요?,네이쳐러브메레❄️Cool~❄️리츄얼낮잠이불54%OFF,2022-04-28_14:17:11,"16,784","1,731"
5,킴줌마,저렇게테스트까지 아이가 여름에쉬원할것같네요,네이쳐러브메레❄️Cool~❄️리츄얼낮잠이불54%OFF,2022-04-28_14:17:11,"16,784","1,731"
6,정면돌파,시원하겠다요!,네이쳐러브메레❄️Cool~❄️리츄얼낮잠이불54%OFF,2022-04-28_14:17:11,"16,784","1,731"
7,뜬구름,통기성 좋네요,네이쳐러브메레❄️Cool~❄️리츄얼낮잠이불54%OFF,2022-04-28_14:17:11,"16,784","1,731"
8,봄의왈츠,대박대박,네이쳐러브메레❄️Cool~❄️리츄얼낮잠이불54%OFF,2022-04-28_14:17:11,"16,784","1,731"
9,정면돌파,구매했습니당,네이쳐러브메레❄️Cool~❄️리츄얼낮잠이불54%OFF,2022-04-28_14:17:11,"16,784","1,731"
10,blu,맘님들 혹시 신생아때도 써도 되나요?,네이쳐러브메레❄️Cool~❄️리츄얼낮잠이불54%OFF,2022-04-28_14:17:11,"16,784","1,731"
11,아기는우주다,여름아 기다려라 우린 준비됐다,네이쳐러브메레❄️Cool~❄️리츄얼낮잠이불54%OFF,2022-04-28_14:17:11,"16,784","1,731"
12,민정맘,저 선풍기 색깔 너무 예쁘다😍,네이쳐러브메레❄️Cool~❄️리츄얼낮잠이불54%OFF,2022-04-28_14:17:11,"16,784","1,731"
13,긴갠냥,오 쿨~~라이너 정말 시원할거같아요 대박 ㅎㅎㅎㅎ,네이쳐러브메레❄️Cool~❄️리츄얼낮잠이불54%OFF,2022-04-28_14:17:11,"16,784","1,731"
14,육아전쟁,어디든 호환가능한가요?,네이쳐러브메레❄️Cool~❄️리츄얼낮잠이불54%OFF,2022-04-28_14:17:11,"16,784","1,731"
15,zeusnky,살랑살랑~~~,네이쳐러브메레❄️Cool~❄️리츄얼낮잠이불54%OFF,2022-04-28_14:17:11,"16,784","1,731"
16,dbw,라이너 대박이네여,네이쳐러브메레❄️Cool~❄️리츄얼낮잠이불54%OFF,2022-04-28_14:17:11,"16,784","1,731"
17,주원맘,우리 아들이 열이 많아서 걱정이었는데 너무 좋아하겠네요,네이쳐러브메레❄️Cool~❄️리츄얼낮잠이불54%OFF,2022-04-28_14:17:11,"16,784","1,731"
18,blu,감사^^,네이쳐러브메레❄️Cool~❄️리츄얼낮잠이불54%OFF,2022-04-28_14:17:11,"16,784","1,731"
19,민정맘,여름에 땀띠 걱정 안해도 되겠네여,네이쳐러브메레❄️Cool~❄️리츄얼낮잠이불54%OFF,2022-04-28_14:17:11,"16,784","1,731"
20,뚜바기,살균소독제 13900원 라이브가 맞는지확인해주세요 답변좀,네이쳐러브메레❄️Cool~❄️리츄얼낮잠이불54%OFF,2022-04-28_14:17:11,"16,784","1,731"
21,긴갠냥,기능성 제대로 보여주시네여^^,네이쳐러브메레❄️Cool~❄️리츄얼낮잠이불54%OFF,2022-04-28_14:17:11,"16,784","1,731"
22,누구,세재도 좋네요.,네이쳐러브메레❄️Cool~❄️리츄얼낮잠이불54%OFF,2022-04-28_14:17:11,"16,784","1,731"
23,희동이,휴대용 유모차 쓸랴고 하는데 배게도 한번 붙야주세요융,네이쳐러브메레❄️Cool~❄️리츄얼낮잠이불54%OFF,2022-04-28_14:17:11,"16,784","1,731"
24,파파이스,여름에 통기 너무 중요해요~,네이쳐러브메레❄️Cool~❄️리츄얼낮잠이불54%OFF,2022-04-28_14:17:11,"16,784","1,731"
25,육아전쟁,하이체어에도 사용가능하네요.올~~,네이쳐러브메레❄️Cool~❄️리츄얼낮잠이불54%OFF,2022-04-28_14:17:11,"16,784","1,731"
26,봄의왈츠,좋다좋다,네이쳐러브메레❄️Cool~❄️리츄얼낮잠이불54%OFF,2022-04-28_14:17:11,"16,784","1,731"
27,주원맘,활용도가 너무 좋네요,네이쳐러브메레❄️Cool~❄️리츄얼낮잠이불54%OFF,2022-04-28_14:17:11,"16,784","1,731"
28,육아전쟁,안그래도 쩍쩍 붙어서 신경쓰였는데,네이쳐러브메레❄️Cool~❄️리츄얼낮잠이불54%OFF,2022-04-28_14:17:11,"16,784","1,731"
29,SUJIN,하이체어 특가 또 열어주세요ㅠㅠ,네이쳐러브메레❄️Cool~❄️리츄얼낮잠이불54%OFF,2022-04-28_14:17:11,"16,784","1,731"
30,봄의왈츠,와우,네이쳐러브메레❄️Cool~❄️리츄얼낮잠이불54%OFF,2022-04-28_14:24:51,"23,395","1,905"
31,주원맘,1+1이네요ㅎㅎㅎ 역시 네러메 라방은 혜자네요~,네이쳐러브메레❄️Cool~❄️리츄얼낮잠이불54%OFF,2022-04-28_14:24:51,"23,395","1,905"
32,lov,배게까지 너무 귀여운 세트에요!,네이쳐러브메레❄️Cool~❄️리츄얼낮잠이불54%OFF,2022-04-28_14:24:51,"23,395","1,905"
33,포뽀롱이,바닥에 깔린상품은 뭐에요??,네이쳐러브메레❄️Cool~❄️리츄얼낮잠이불54%OFF,2022-04-28_14:24:51,"23,395","1,905"
34,해롱해롱,벌써 더운거보니 이번여름 넘 덥겠어요ㅜㅜㅜㅜ,네이쳐러브메레❄️Cool~❄️리츄얼낮잠이불54%OFF,2022-04-28_14:24:51,"23,395","1,905"
35,킴줌마,여름에아이가 아이스크림좋아하는데 원플원이라서좋네요,네이쳐러브메레❄️Cool~❄️리츄얼낮잠이불54%OFF,2022-04-28_14:24:51,"23,395","1,905"
36,육아전쟁,구매인증 어떻게 하나요?,네이쳐러브메레❄️Cool~❄️리츄얼낮잠이불54%OFF,2022-04-28_14:24:51,"23,395","1,905"
37,초록귤,선물용으로 구매해도 되겠네요,네이쳐러브메레❄️Cool~❄️리츄얼낮잠이불54%OFF,2022-04-28_14:24:51,"23,395","1,905"
38,해롱해롱,오~~~,네이쳐러브메레❄️Cool~❄️리츄얼낮잠이불54%OFF,2022-04-28_14:24:51,"23,395","1,905"
39,쭈누맘,낮잠 이불 구매할려고 들어왔어요 ^^,네이쳐러브메레❄️Cool~❄️리츄얼낮잠이불54%OFF,2022-04-28_14:24:51,"23,395","1,905"
40,해롱해롱,원플은 항상 좋아요ㅎ,네이쳐러브메레❄️Cool~❄️리츄얼낮잠이불54%OFF,2022-04-28_14:24:51,"23,395","1,905"
41,코코맘,낮잠이불,네이쳐러브메레❄️Cool~❄️리츄얼낮잠이불54%OFF,2022-04-28_14:24:51,"23,395","1,905"
42,봄의왈츠,ㅋㅋㅋ,네이쳐러브메레❄️Cool~❄️리츄얼낮잠이불54%OFF,2022-04-28_14:24:51,"23,395","1,905"
43,해롱해롱,귀쫑긋ㅎㅎㅎ,네이쳐러브메레❄️Cool~❄️리츄얼낮잠이불54%OFF,2022-04-28_14:24:51,"23,395","1,905"
44,코코맘,ㅋㅋㅋ,네이쳐러브메레❄️Cool~❄️리츄얼낮잠이불54%OFF,2022-04-28_14:24:51,"23,395","1,905"
45,육아전쟁,히잉,네이쳐러브메레❄️Cool~❄️리츄얼낮잠이불54%OFF,2022-04-28_14:24:51,"23,395","1,905"
46,킴줌마,낮잠이불도하나요,네이쳐러브메레❄️Cool~❄️리츄얼낮잠이불54%OFF,2022-04-28_14:24:51,"23,395","1,905"
47,해롱해롱,퀴즈 어려운거 싫어요ㅋㅋㅋ,네이쳐러브메레❄️Cool~❄️리츄얼낮잠이불54%OFF,2022-04-28_14:24:51,"23,395","1,905"
48,육아전쟁,퀴즈 어려운가봐요,네이쳐러브메레❄️Cool~❄️리츄얼낮잠이불54%OFF,2022-04-28_14:24:51,"23,395","1,905"
49,봄의왈츠,바쁘다 바쁜 난주언니ㅋㅋ,네이쳐러브메레❄️Cool~❄️리츄얼낮잠이불54%OFF,2022-04-28_14:24:51,"23,395","1,905"
50,민정맘,낮잠이불 디자인 진짜 이쁘다,네이쳐러브메레❄️Cool~❄️리츄얼낮잠이불54%OFF,2022-04-28_14:24:51,"23,395","1,905"
51,땡깡쟁이,낮잠이불 가겯 할인듀ㅏㅆ나요????,네이쳐러브메레❄️Cool~❄️리츄얼낮잠이불54%OFF,2022-04-28_14:24:51,"23,395","1,905"
52,해롱해롱,2가지~~,네이쳐러브메레❄️Cool~❄️리츄얼낮잠이불54%OFF,2022-04-28_14:24:51,"23,395","1,905"
53,뜬구름,낮잠이불 설명을 특히 열심히 들어야겠네요,네이쳐러브메레❄️Cool~❄️리츄얼낮잠이불54%OFF,2022-04-28_14:24:51,"23,395","1,905"
54,코코맘,어려우면ㅠ,네이쳐러브메레❄️Cool~❄️리츄얼낮잠이불54%OFF,2022-04-28_14:24:51,"23,395","1,905"
55,민정맘,일체형 분리형,네이쳐러브메레❄️Cool~❄️리츄얼낮잠이불54%OFF,2022-04-28_14:24:51,"23,395","1,905"
56,dod,퀴즈 쉬운걸로,네이쳐러브메레❄️Cool~❄️리츄얼낮잠이불54%OFF,2022-04-28_14:24:51,"23,395","1,905"
57,해롱해롱,분리형 일체형,네이쳐러브메레❄️Cool~❄️리츄얼낮잠이불54%OFF,2022-04-28_14:24:51,"23,395","1,905"
58,dod,부탁합니다,네이쳐러브메레❄️Cool~❄️리츄얼낮잠이불54%OFF,2022-04-28_14:24:51,"23,395","1,905"
59,해롱해롱,ㅋㅋㅋ,네이쳐러브메레❄️Cool~❄️리츄얼낮잠이불54%OFF,2022-04-28_14:24:51,"23,395","1,905"
0,야식공주,수남할게 없는데 저거사면 공간 필요 없겠어요,가정의_달_맞이❤보오글_시그니처_에디션_오픈🎁,2022-04-28_11:34:17,704,"68,400"
1,야식공주,바로 지르러 가봅니다ㅠㅠ,가정의_달_맞이❤보오글_시그니처_에디션_오픈🎁,2022-04-28_11:34:17,704,"68,400"
2,마요네즈,부엌도 진짜 은근 짐이 많아서 요래 딱 정리되니깐 너무 좋네요^^,가정의_달_맞이❤보오글_시그니처_에디션_오픈🎁,2022-04-28_11:34:17,704,"68,400"
3,뱃살가득히,진짜 완벽하네요,가정의_달_맞이❤보오글_시그니처_에디션_오픈🎁,2022-04-28_11:34:17,704,"68,400"
4,뱃살가득히,있어보여요 ㅎ,가정의_달_맞이❤보오글_시그니처_에디션_오픈🎁,2022-04-28_11:34:17,704,"68,400"
5,tot,바다로 갑니다,가정의_달_맞이❤보오글_시그니처_에디션_오픈🎁,2022-04-28_11:34:17,704,"68,400"
6,라랄,고급졍,가정의_달_맞이❤보오글_시그니처_에디션_오픈🎁,2022-04-28_11:34:17,704,"68,400"
7,떡꼬치 장인,고급졍,가정의_달_맞이❤보오글_시그니처_에디션_오픈🎁,2022-04-28_11:34:17,704,"68,400"
8,야식공주,왠지 이 구성 계속 있을 것 같지 않아소... 1달 고민했는데 질러봅니당....,가정의_달_맞이❤보오글_시그니처_에디션_오픈🎁,2022-04-28_11:34:17,704,"68,400"
9,마요네즈,얼굴보다 커요🤭 ㅋㅋ,가정의_달_맞이❤보오글_시그니처_에디션_오픈🎁,2022-04-28_11:34:17,704,"68,400"
10,뱃살가득히,산으로 들로 어디든 go go,가정의_달_맞이❤보오글_시그니처_에디션_오픈🎁,2022-04-28_11:34:17,704,"68,400"
11,꿍뿌,너무 이쁘다 세트세트,가정의_달_맞이❤보오글_시그니처_에디션_오픈🎁,2022-04-28_11:34:17,704,"68,400"
12,떡꼬치 장인,어딜 그렇게 내려가세요,가정의_달_맞이❤보오글_시그니처_에디션_오픈🎁,2022-04-28_11:34:17,704,"68,400"
13,떡꼬치 장인,ㅋㅋㅋ,가정의_달_맞이❤보오글_시그니처_에디션_오픈🎁,2022-04-28_11:34:17,704,"68,400"
14,뱃살가득히,같이가 ~~~~~!!!!!,가정의_달_맞이❤보오글_시그니처_에디션_오픈🎁,2022-04-28_11:34:17,704,"68,400"
15,떡꼬치 장인,같이가 ~~~~~!!!!!!,가정의_달_맞이❤보오글_시그니처_에디션_오픈🎁,2022-04-28_11:34:17,704,"68,400"
16,라랄,꾸안꾸느낌?,가정의_달_맞이❤보오글_시그니처_에디션_오픈🎁,2022-04-28_11:34:17,704,"68,400"
17,마요네즈,이왕이면 이쁜거♡,가정의_달_맞이❤보오글_시그니처_에디션_오픈🎁,2022-04-28_11:34:17,704,"68,400"
18,떡꼬치 장인,ㅋㅋ 주방 용품 계 꾸안꾸,가정의_달_맞이❤보오글_시그니처_에디션_오픈🎁,2022-04-28_11:34:17,704,"68,400"
19,앙 기무띄잉,다 사고싶다 30만원두 안되네 대박,가정의_달_맞이❤보오글_시그니처_에디션_오픈🎁,2022-04-28_11:34:17,704,"68,400"
20,부채청년,💥구매인증💥 2022042842480831,가정의_달_맞이❤보오글_시그니처_에디션_오픈🎁,2022-04-28_11:34:17,704,"68,400"
21,마요네즈,코도ㅋㅋㅋ,가정의_달_맞이❤보오글_시그니처_에디션_오픈🎁,2022-04-28_11:34:17,704,"68,400"
22,떡꼬치 장인,가 아니고 ~,가정의_달_맞이❤보오글_시그니처_에디션_오픈🎁,2022-04-28_11:34:17,704,"68,400"
23,뱃살가득히,오늘 작정하고 가져온 가격과 혜택이네요,가정의_달_맞이❤보오글_시그니처_에디션_오픈🎁,2022-04-28_11:34:17,704,"68,400"
24,마요네즈,우왕~~~~~~~~~,가정의_달_맞이❤보오글_시그니처_에디션_오픈🎁,2022-04-28_11:34:17,704,"68,400"
25,tot,얼음 물 좋아요,가정의_달_맞이❤보오글_시그니처_에디션_오픈🎁,2022-04-28_11:34:17,704,"68,400"
26,떡꼬치 장인,ㅋㅋㅋ 얼음,가정의_달_맞이❤보오글_시그니처_에디션_오픈🎁,2022-04-28_11:34:17,704,"68,400"
27,떡꼬치 장인,계곡물에 수박 넣는 느낌,가정의_달_맞이❤보오글_시그니처_에디션_오픈🎁,2022-04-28_11:34:17,704,"68,400"
28,마요네즈,맞아요 살려면 비싸요ㅋ,가정의_달_맞이❤보오글_시그니처_에디션_오픈🎁,2022-04-28_11:34:17,704,"68,400"
29,라랄,효율장인 보오글,가정의_달_맞이❤보오글_시그니처_에디션_오픈🎁,2022-04-28_11:34:17,704,"68,400"
30,뱃살가득히,목화솜으로 닦는 소중한 내얼굴 보오글이 챙겨준다네요,가정의_달_맞이❤보오글_시그니처_에디션_오픈🎁,2022-04-28_11:34:48,704,"68,411"
31,떡꼬치 장인,ㅋㅋㅋㅋㅋㅋㅋㅋ,가정의_달_맞이❤보오글_시그니처_에디션_오픈🎁,2022-04-28_11:34:48,704,"68,411"
32,뱃살가득히,뜨거운 여름에 무쟈게 요긴할듯,가정의_달_맞이❤보오글_시그니처_에디션_오픈🎁,2022-04-28_11:35:45,709,"68,430"
33,마요네즈,진심 당장 떠나고 싶네요ㅋㅋ,가정의_달_맞이❤보오글_시그니처_에디션_오픈🎁,2022-04-28_11:35:45,709,"68,430"
34,tot,충분하겄네요,가정의_달_맞이❤보오글_시그니처_에디션_오픈🎁,2022-04-28_11:35:45,709,"68,430"
35,han,💥구매인증💥 2022042842824531,가정의_달_맞이❤보오글_시그니처_에디션_오픈🎁,2022-04-28_11:35:45,709,"68,430"
36,뱃살가득히,삶의질이 수직상승 하겠어요,가정의_달_맞이❤보오글_시그니처_에디션_오픈🎁,2022-04-28_11:35:45,709,"68,430"
37,마요네즈,추카드려요♡,가정의_달_맞이❤보오글_시그니처_에디션_오픈🎁,2022-04-28_11:35:45,709,"68,430"
38,라랄,에잇 다음기회에,가정의_달_맞이❤보오글_시그니처_에디션_오픈🎁,2022-04-28_11:35:45,709,"68,430"
39,오늘은뭐먹지,추카추카추카 치카포카,가정의_달_맞이❤보오글_시그니처_에디션_오픈🎁,2022-04-28_11:35:45,709,"68,430"
40,떡꼬치 장인,축하드려요,가정의_달_맞이❤보오글_시그니처_에디션_오픈🎁,2022-04-28_11:35:45,709,"68,430"
41,떡꼬치 장인,추카추카추카 치카포카🎉🎉🎉🎉🎉,가정의_달_맞이❤보오글_시그니처_에디션_오픈🎁,2022-04-28_11:36:13,720,"68,441"
42,tot,축하드려요,가정의_달_맞이❤보오글_시그니처_에디션_오픈🎁,2022-04-28_11:36:13,720,"68,441"
43,떡꼬치 장인,ㅋㅋㅋ 저도요,가정의_달_맞이❤보오글_시그니처_에디션_오픈🎁,2022-04-28_11:36:13,720,"68,441"
44,떡꼬치 장인,저도 지금 당장 떠나고 싶어요 ~,가정의_달_맞이❤보오글_시그니처_에디션_오픈🎁,2022-04-28_11:36:13,720,"68,441"
45,떡꼬치 장인,🛫,가정의_달_맞이❤보오글_시그니처_에디션_오픈🎁,2022-04-28_11:36:44,729,"68,446"
46,떡꼬치 장인,가정의 달이라,가정의_달_맞이❤보오글_시그니처_에디션_오픈🎁,2022-04-28_11:37:11,730,"68,451"
47,떡꼬치 장인,엄빠한테 선물해야게똬,가정의_달_맞이❤보오글_시그니처_에디션_오픈🎁,2022-04-28_11:37:11,730,"68,451"
48,오늘은뭐먹지,플렉스 해보려!!,가정의_달_맞이❤보오글_시그니처_에디션_오픈🎁,2022-04-28_11:37:11,730,"68,451"
