,id,comment,program,time,love,play
12,lov,ㅠㅜ,153cm_키작녀_시니럽의_봄_여름_코디🎨,2022-05-02_09:54:04,704,"5,400"
13,nis,다른티셔츠도 입어바주세요,153cm_키작녀_시니럽의_봄_여름_코디🎨,2022-05-02_09:54:04,704,"5,400"
14,쭈니,놀러가구싶당 ㅜㅜ,153cm_키작녀_시니럽의_봄_여름_코디🎨,2022-05-02_09:54:04,704,"5,400"
15,쭈니,언니 옷입고 ㅠㅠ,153cm_키작녀_시니럽의_봄_여름_코디🎨,2022-05-02_09:54:04,704,"5,400"
16,치킨,아직 쪼꼼 위험?해서 ㅜㅜ,153cm_키작녀_시니럽의_봄_여름_코디🎨,2022-05-02_09:54:04,704,"5,400"
17,배,뒤에 완전 바캉스룩 찰떡,153cm_키작녀_시니럽의_봄_여름_코디🎨,2022-05-02_09:54:04,704,"5,400"
18,lov,언니 사이즈가 55시죠?,153cm_키작녀_시니럽의_봄_여름_코디🎨,2022-05-02_09:54:04,704,"5,400"
19,lov,44 엄청 날씬하시네요,153cm_키작녀_시니럽의_봄_여름_코디🎨,2022-05-02_09:54:04,704,"5,400"
20,lov,엄청 깜짝하네열,153cm_키작녀_시니럽의_봄_여름_코디🎨,2022-05-02_09:54:04,704,"5,400"
21,쭈니,헐,153cm_키작녀_시니럽의_봄_여름_코디🎨,2022-05-02_09:54:04,704,"5,400"
22,쭈니,대박 시크,153cm_키작녀_시니럽의_봄_여름_코디🎨,2022-05-02_09:54:04,704,"5,400"
23,쭈니,아니 저런 룩에 저 러블리한 모자가,153cm_키작녀_시니럽의_봄_여름_코디🎨,2022-05-02_09:54:04,704,"5,400"
24,쭈니,완전 뽀인뚜네용,153cm_키작녀_시니럽의_봄_여름_코디🎨,2022-05-02_09:54:04,704,"5,400"
25,치킨,나왓다 언니최애,153cm_키작녀_시니럽의_봄_여름_코디🎨,2022-05-02_09:54:04,704,"5,400"
26,락락,굿굿,153cm_키작녀_시니럽의_봄_여름_코디🎨,2022-05-02_09:54:04,704,"5,400"
27,노뚜호,👋,153cm_키작녀_시니럽의_봄_여름_코디🎨,2022-05-02_09:54:04,704,"5,400"
28,연두,뚜호님 안녕하세요 ^^,153cm_키작녀_시니럽의_봄_여름_코디🎨,2022-05-02_09:54:04,704,"5,400"
29,배,찰떡 착장,153cm_키작녀_시니럽의_봄_여름_코디🎨,2022-05-02_09:54:04,704,"5,400"
30,치킨,손뜨개같앙,153cm_키작녀_시니럽의_봄_여름_코디🎨,2022-05-02_09:55:56,827,"5,439"
31,치킨,짜임이 견고해 ㅎ,153cm_키작녀_시니럽의_봄_여름_코디🎨,2022-05-02_09:55:56,827,"5,439"
32,락락,진짜 저런 손재주 없으니 나는 산다 .,153cm_키작녀_시니럽의_봄_여름_코디🎨,2022-05-02_09:55:56,827,"5,439"
33,락락,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,153cm_키작녀_시니럽의_봄_여름_코디🎨,2022-05-02_09:55:56,827,"5,439"
34,락락,저걸 어케 떠.,153cm_키작녀_시니럽의_봄_여름_코디🎨,2022-05-02_09:55:56,827,"5,439"
35,쭈니,저는 이게 젤 이뿐거같아ㅛㅇ,153cm_키작녀_시니럽의_봄_여름_코디🎨,2022-05-02_09:55:56,827,"5,439"
36,쭈니,하얀 모자에,153cm_키작녀_시니럽의_봄_여름_코디🎨,2022-05-02_09:55:56,827,"5,439"
37,쭈니,하늘색 파란색,153cm_키작녀_시니럽의_봄_여름_코디🎨,2022-05-02_09:55:56,827,"5,439"
38,배,스타일리시,153cm_키작녀_시니럽의_봄_여름_코디🎨,2022-05-02_09:56:57,948,"5,452"
39,배,대박,153cm_키작녀_시니럽의_봄_여름_코디🎨,2022-05-02_09:56:57,948,"5,452"
40,배,위아래 흰색 입어도 아래가 포인트,153cm_키작녀_시니럽의_봄_여름_코디🎨,2022-05-02_09:56:57,948,"5,452"
41,배,아래란다,153cm_키작녀_시니럽의_봄_여름_코디🎨,2022-05-02_09:56:57,948,"5,452"
42,배,모자가 포인트,153cm_키작녀_시니럽의_봄_여름_코디🎨,2022-05-02_09:56:57,948,"5,452"
43,배,ㅋㅋㅋㅋㅋㅋ,153cm_키작녀_시니럽의_봄_여름_코디🎨,2022-05-02_09:56:57,948,"5,452"
44,치킨,와 가격도 좋네용,153cm_키작녀_시니럽의_봄_여름_코디🎨,2022-05-02_09:56:57,948,"5,452"
45,치킨,이뿌당 진짜,153cm_키작녀_시니럽의_봄_여름_코디🎨,2022-05-02_09:56:57,948,"5,452"
46,쭈니,케이프 스타일 두건도 넘 이뿨용,153cm_키작녀_시니럽의_봄_여름_코디🎨,2022-05-02_09:57:56,987,"5,462"
47,쭈니,러블리해,153cm_키작녀_시니럽의_봄_여름_코디🎨,2022-05-02_09:57:56,987,"5,462"
48,락락,알프스 소녀느낌,153cm_키작녀_시니럽의_봄_여름_코디🎨,2022-05-02_09:57:56,987,"5,462"
49,락락,ㅎㅎㅎ,153cm_키작녀_시니럽의_봄_여름_코디🎨,2022-05-02_09:57:56,987,"5,462"
50,치킨,기여워 살짝 앞옆머리 냄겨놔야,153cm_키작녀_시니럽의_봄_여름_코디🎨,2022-05-02_09:57:56,987,"5,462"
51,치킨,더 이뿐듯,153cm_키작녀_시니럽의_봄_여름_코디🎨,2022-05-02_09:57:56,987,"5,462"
52,배,머리숱 진짜 볼떄마다 부럽,153cm_키작녀_시니럽의_봄_여름_코디🎨,2022-05-02_09:57:56,987,"5,462"
53,배,ㄹㄹㄹ,153cm_키작녀_시니럽의_봄_여름_코디🎨,2022-05-02_09:57:56,987,"5,462"
54,쭈니,와 레알 머리숱 부럽,153cm_키작녀_시니럽의_봄_여름_코디🎨,2022-05-02_09:57:56,987,"5,462"
55,킴구사이,산뜻해요,153cm_키작녀_시니럽의_봄_여름_코디🎨,2022-05-02_10:12:44,"1,449","5,632"
56,점녀,키작녀에요 여기를 이제야 알다니 앞으로 자주 올게요,153cm_키작녀_시니럽의_봄_여름_코디🎨,2022-05-02_10:22:02,"1,464","5,718"
0,오월은가정의달,물청소는 물얼마에 한번 넣어줘야하나요?,[역대급혜택!]로봇청소기_트윈보스S9_PRO_마스터,2022-04-28_15:57:25,99,"8,240"
1,오월은가정의달,걸레는 하나만 주시나요?,[역대급혜택!]로봇청소기_트윈보스S9_PRO_마스터,2022-04-28_15:57:25,99,"8,240"
2,오월은가정의달,아아,[역대급혜택!]로봇청소기_트윈보스S9_PRO_마스터,2022-04-28_15:57:25,99,"8,240"
3,오월은가정의달,아! 두장이군요,[역대급혜택!]로봇청소기_트윈보스S9_PRO_마스터,2022-04-28_15:57:25,99,"8,240"
4,오월은가정의달,역시,[역대급혜택!]로봇청소기_트윈보스S9_PRO_마스터,2022-04-28_15:57:25,99,"8,240"
5,오월은가정의달,물 채워야할때 알려주나요?,[역대급혜택!]로봇청소기_트윈보스S9_PRO_마스터,2022-04-28_15:57:25,99,"8,240"
6,rus,사은품 머 머 주시나여?,[역대급혜택!]로봇청소기_트윈보스S9_PRO_마스터,2022-04-28_15:57:25,99,"8,240"
7,2ks,좋아요,[역대급혜택!]로봇청소기_트윈보스S9_PRO_마스터,2022-04-28_15:57:25,99,"8,240"
8,rus,방금 들어와서,[역대급혜택!]로봇청소기_트윈보스S9_PRO_마스터,2022-04-28_15:57:25,99,"8,240"
9,미녀2월 향,5월1일에 ㅅㅏ야만이 먼지통 주는건가요?,[역대급혜택!]로봇청소기_트윈보스S9_PRO_마스터,2022-04-28_15:57:25,99,"8,240"
10,미녀2월 향,공기청정기는 집에 있는데 ㅠ,[역대급혜택!]로봇청소기_트윈보스S9_PRO_마스터,2022-04-28_15:57:25,99,"8,240"
11,rn0,좋아요,[역대급혜택!]로봇청소기_트윈보스S9_PRO_마스터,2022-04-28_15:57:25,99,"8,240"
12,rus,구매했는뎅,[역대급혜택!]로봇청소기_트윈보스S9_PRO_마스터,2022-04-28_15:57:25,99,"8,240"
13,rus,공기청정기는 끝났나염?ㅎ,[역대급혜택!]로봇청소기_트윈보스S9_PRO_마스터,2022-04-28_15:57:25,99,"8,240"
14,황혜영,좋아요,[역대급혜택!]로봇청소기_트윈보스S9_PRO_마스터,2022-04-28_15:57:25,99,"8,240"
15,렝,우와 좋아요,[역대급혜택!]로봇청소기_트윈보스S9_PRO_마스터,2022-04-28_15:57:25,99,"8,240"
16,zamjin,저도구매했는데 공기청정기?,[역대급혜택!]로봇청소기_트윈보스S9_PRO_마스터,2022-04-28_15:57:25,99,"8,240"
17,구미동주민,오,[역대급혜택!]로봇청소기_트윈보스S9_PRO_마스터,2022-04-28_15:57:25,99,"8,240"
18,구미동주민,ㅎㅎㅎ,[역대급혜택!]로봇청소기_트윈보스S9_PRO_마스터,2022-04-28_15:57:25,99,"8,240"
19,추추,공기청정기 뭐주는건가여,[역대급혜택!]로봇청소기_트윈보스S9_PRO_마스터,2022-04-28_15:57:25,99,"8,240"
20,후카흐아,아 저 방금 구매했늠데 라이브가 10만원 싸네요,[역대급혜택!]로봇청소기_트윈보스S9_PRO_마스터,2022-04-28_15:57:25,99,"8,240"
21,후카흐아,오늘 12시에 구매했는데..,[역대급혜택!]로봇청소기_트윈보스S9_PRO_마스터,2022-04-28_15:57:25,99,"8,240"
22,후카흐아,넵,[역대급혜택!]로봇청소기_트윈보스S9_PRO_마스터,2022-04-28_15:57:25,99,"8,240"
23,흥부부남편,이미 구매했는데...,[역대급혜택!]로봇청소기_트윈보스S9_PRO_마스터,2022-04-28_15:57:25,99,"8,240"
24,흥부부남편,"1달지났어요,,,,ㅋㅋ",[역대급혜택!]로봇청소기_트윈보스S9_PRO_마스터,2022-04-28_15:57:25,99,"8,240"
25,모낭염 통키,우아~~~~,[역대급혜택!]로봇청소기_트윈보스S9_PRO_마스터,2022-04-28_15:57:25,99,"8,240"
26,모낭염 통키,어또케해!!,[역대급혜택!]로봇청소기_트윈보스S9_PRO_마스터,2022-04-28_15:57:25,99,"8,240"
27,흥부부남편,ㅋㅋㅋㅋ,[역대급혜택!]로봇청소기_트윈보스S9_PRO_마스터,2022-04-28_15:57:25,99,"8,240"
28,흥부부남편,제가 엠지텍직원은 아니지만 동일가격대 성능은 트윈보스가 최고입니다 스펙비교해보고 저도 구매했네요.,[역대급혜택!]로봇청소기_트윈보스S9_PRO_마스터,2022-04-28_15:57:25,99,"8,240"
29,oin,안녕하세요,[역대급혜택!]로봇청소기_트윈보스S9_PRO_마스터,2022-04-28_15:57:25,99,"8,240"
30,모낭염 통키,먼지통을 비워준다니 매력적인데요!,[역대급혜택!]로봇청소기_트윈보스S9_PRO_마스터,2022-04-28_16:01:03,102,"8,267"
0,BLUE DUCK,2022042842650091 구매인증합니다,럭스나인!_우리가족_꿀잠_프로젝트_LIVE_초특가_혜택,2022-04-28_11:34:06,196,"73,222"
1,아메리카노,말랑말랑 해보이네요,럭스나인!_우리가족_꿀잠_프로젝트_LIVE_초특가_혜택,2022-04-28_11:34:06,196,"73,222"
2,delightful25,와 대박이네요,럭스나인!_우리가족_꿀잠_프로젝트_LIVE_초특가_혜택,2022-04-28_11:34:06,196,"73,222"
3,아메리카노,쇼호남님~~ 손가락 관리 해주고싶네요~~~,럭스나인!_우리가족_꿀잠_프로젝트_LIVE_초특가_혜택,2022-04-28_11:34:06,196,"73,222"
4,아메리카노,ㅎㅎㅎㅎ,럭스나인!_우리가족_꿀잠_프로젝트_LIVE_초특가_혜택,2022-04-28_11:34:06,196,"73,222"
5,SG,방수커버같은거있나요?,럭스나인!_우리가족_꿀잠_프로젝트_LIVE_초특가_혜택,2022-04-28_11:34:06,196,"73,222"
6,SG,아기가오줌을....,럭스나인!_우리가족_꿀잠_프로젝트_LIVE_초특가_혜택,2022-04-28_11:34:06,196,"73,222"
7,아리아,편안해보이네요,럭스나인!_우리가족_꿀잠_프로젝트_LIVE_초특가_혜택,2022-04-28_11:34:06,196,"73,222"
8,최세진,좋은 핸드폰 ㅋㅋㅋㅋㅋ,럭스나인!_우리가족_꿀잠_프로젝트_LIVE_초특가_혜택,2022-04-28_11:34:06,196,"73,222"
9,최서윤,응원 2022042842787171,럭스나인!_우리가족_꿀잠_프로젝트_LIVE_초특가_혜택,2022-04-28_11:34:06,196,"73,222"
10,juj,선물하기로 구매해도 별도 신청 없이 핫앤쿨패드 증정 주나요?,럭스나인!_우리가족_꿀잠_프로젝트_LIVE_초특가_혜택,2022-04-28_11:34:06,196,"73,222"
11,hermitranger,좋네요,럭스나인!_우리가족_꿀잠_프로젝트_LIVE_초특가_혜택,2022-04-28_11:34:06,196,"73,222"
12,wnstnr5834,응원 2022042842607741 구입인증합니다기대중입니다,럭스나인!_우리가족_꿀잠_프로젝트_LIVE_초특가_혜택,2022-04-28_11:34:06,196,"73,222"
13,kyu,혜택좋군요,럭스나인!_우리가족_꿀잠_프로젝트_LIVE_초특가_혜택,2022-04-28_11:34:06,196,"73,222"
14,tha,추첨은 언제하나요-?,럭스나인!_우리가족_꿀잠_프로젝트_LIVE_초특가_혜택,2022-04-28_11:34:06,196,"73,222"
15,1i,굿,럭스나인!_우리가족_꿀잠_프로젝트_LIVE_초특가_혜택,2022-04-28_11:34:06,196,"73,222"
16,Blueming,진행자분 고생 많으십니다~!,럭스나인!_우리가족_꿀잠_프로젝트_LIVE_초특가_혜택,2022-04-28_11:34:06,196,"73,222"
17,juj,선물하기 구매완료,럭스나인!_우리가족_꿀잠_프로젝트_LIVE_초특가_혜택,2022-04-28_11:34:06,196,"73,222"
18,성공,2022042842859751 구매인증요~,럭스나인!_우리가족_꿀잠_프로젝트_LIVE_초특가_혜택,2022-04-28_11:34:06,196,"73,222"
19,별사랑,좋아요,럭스나인!_우리가족_꿀잠_프로젝트_LIVE_초특가_혜택,2022-04-28_11:34:06,196,"73,222"
20,타이요우,대박대박!!!,럭스나인!_우리가족_꿀잠_프로젝트_LIVE_초특가_혜택,2022-04-28_11:34:06,196,"73,222"
21,hyj,대박!!!!,럭스나인!_우리가족_꿀잠_프로젝트_LIVE_초특가_혜택,2022-04-28_11:34:06,196,"73,222"
22,꿍뿌,우와 하나도 안새네,럭스나인!_우리가족_꿀잠_프로젝트_LIVE_초특가_혜택,2022-04-28_11:34:06,196,"73,222"
23,eun,패드 무게는 어떻게 되죠??? 그리고 제주 배송비는 얼마에요???,럭스나인!_우리가족_꿀잠_프로젝트_LIVE_초특가_혜택,2022-04-28_11:34:06,196,"73,222"
24,dal,2022042842872001,럭스나인!_우리가족_꿀잠_프로젝트_LIVE_초특가_혜택,2022-04-28_11:34:06,196,"73,222"
25,85d,라텍스랑 메모리폼차이는뭔가요?,럭스나인!_우리가족_꿀잠_프로젝트_LIVE_초특가_혜택,2022-04-28_11:34:06,196,"73,222"
26,85d,방수되서너무좋네요~,럭스나인!_우리가족_꿀잠_프로젝트_LIVE_초특가_혜택,2022-04-28_11:34:06,196,"73,222"
27,수야,방수기능 좋아요,럭스나인!_우리가족_꿀잠_프로젝트_LIVE_초특가_혜택,2022-04-28_11:34:06,196,"73,222"
28,hyj,지금쓰고있는것도 이건가??? 뭐죠?? 왜 더 좋아진 느낌이죠??? ㅋㅋㅋㅋㅋ,럭스나인!_우리가족_꿀잠_프로젝트_LIVE_초특가_혜택,2022-04-28_11:34:06,196,"73,222"
29,최세진,돌돌 말아서 보관 가능한가요?????,럭스나인!_우리가족_꿀잠_프로젝트_LIVE_초특가_혜택,2022-04-28_11:34:06,196,"73,222"
30,덕복희,우왕,럭스나인!_우리가족_꿀잠_프로젝트_LIVE_초특가_혜택,2022-04-28_11:34:40,196,"73,383"
31,soo,구매인증합니다. 2022042842920221,럭스나인!_우리가족_꿀잠_프로젝트_LIVE_초특가_혜택,2022-04-28_11:34:40,196,"73,383"
32,타이요우,우리 둥이들 위해 구매했는데 정말 최고네요 뿌듯뿌듯,럭스나인!_우리가족_꿀잠_프로젝트_LIVE_초특가_혜택,2022-04-28_11:34:40,196,"73,383"
33,밤이,좋네요,럭스나인!_우리가족_꿀잠_프로젝트_LIVE_초특가_혜택,2022-04-28_11:34:40,196,"73,383"
34,아메리카노,오우~ 근육!!! 돋보였어요 ㅎㅎㅎㅎ,럭스나인!_우리가족_꿀잠_프로젝트_LIVE_초특가_혜택,2022-04-28_11:35:10,202,"73,496"
35,최세진,오호 ㅋㅋㅋㅋㅋ,럭스나인!_우리가족_꿀잠_프로젝트_LIVE_초특가_혜택,2022-04-28_11:35:10,202,"73,496"
36,최세진,유리컵 아래 뭐 붙어있는 거 아니죠??ㅋㅋㅋㅋ 좋네용♡♡♡♡,럭스나인!_우리가족_꿀잠_프로젝트_LIVE_초특가_혜택,2022-04-28_11:36:05,203,"73,713"
37,전설이되다,와,럭스나인!_우리가족_꿀잠_프로젝트_LIVE_초특가_혜택,2022-04-28_11:37:29,203,"74,050"
38,전설이되다,혜택 좋네여,럭스나인!_우리가족_꿀잠_프로젝트_LIVE_초특가_혜택,2022-04-28_11:37:29,203,"74,050"
39,수지,선물하기로 구매는 어케하나요?? 라이브방송보면서 구매하니 선물하기는 안뜨던데..,럭스나인!_우리가족_꿀잠_프로젝트_LIVE_초특가_혜택,2022-04-28_11:37:29,203,"74,050"
40,수지,2022042842951271 구매인증 완료,럭스나인!_우리가족_꿀잠_프로젝트_LIVE_초특가_혜택,2022-04-28_11:38:22,203,"74,246"
41,SG,색선택하는거는커버색인가요?,럭스나인!_우리가족_꿀잠_프로젝트_LIVE_초특가_혜택,2022-04-28_11:38:22,203,"74,246"
42,ksa,반가워요,럭스나인!_우리가족_꿀잠_프로젝트_LIVE_초특가_혜택,2022-04-28_11:38:49,203,"74,332"
43,수지,그럼 지금 구매한거 취소하고 선물하기로 구매 다시해도 될까요?,럭스나인!_우리가족_꿀잠_프로젝트_LIVE_초특가_혜택,2022-04-28_11:39:15,203,"74,411"
44,SG,색선택하는거는어떤색을말하는거에요?,럭스나인!_우리가족_꿀잠_프로젝트_LIVE_초특가_혜택,2022-04-28_11:39:15,203,"74,411"
45,예원예준,기대됩니다,럭스나인!_우리가족_꿀잠_프로젝트_LIVE_초특가_혜택,2022-04-28_11:41:02,246,"74,756"
46,예원예준,잘볼께요,럭스나인!_우리가족_꿀잠_프로젝트_LIVE_초특가_혜택,2022-04-28_11:41:02,246,"74,756"
47,예원예준,구매 고고,럭스나인!_우리가족_꿀잠_프로젝트_LIVE_초특가_혜택,2022-04-28_11:41:02,246,"74,756"
48,오비완,너무 좋네여,럭스나인!_우리가족_꿀잠_프로젝트_LIVE_초특가_혜택,2022-04-28_11:41:46,246,"74,916"
49,최세진,핫한 가격에 너무 잘 샀어요!,럭스나인!_우리가족_꿀잠_프로젝트_LIVE_초특가_혜택,2022-04-28_11:41:46,246,"74,916"
50,최세진,감사합니당,럭스나인!_우리가족_꿀잠_프로젝트_LIVE_초특가_혜택,2022-04-28_11:41:46,246,"74,916"
51,ojh9252,꿀잠 자야죠,럭스나인!_우리가족_꿀잠_프로젝트_LIVE_초특가_혜택,2022-04-28_11:41:46,246,"74,916"
52,ksh,럭스나인으로 꿀잠 보장해야죠,럭스나인!_우리가족_꿀잠_프로젝트_LIVE_초특가_혜택,2022-04-28_11:42:58,251,"75,136"
53,ksh,가격이 정말 좋네요~,럭스나인!_우리가족_꿀잠_프로젝트_LIVE_초특가_혜택,2022-04-28_11:42:58,251,"75,136"
54,곰팅이,2022042843127921 구매인증이요~!!,럭스나인!_우리가족_꿀잠_프로젝트_LIVE_초특가_혜택,2022-04-28_11:43:23,254,"75,228"
55,또또와,아기랑 바닥에서 잘껀데 추천해주세요 지금들어옴,럭스나인!_우리가족_꿀잠_프로젝트_LIVE_초특가_혜택,2022-04-28_11:43:23,254,"75,228"
56,곰팅이,엄마께 꿀잠 선물드려요~!!!,럭스나인!_우리가족_꿀잠_프로젝트_LIVE_초특가_혜택,2022-04-28_11:43:23,254,"75,228"
0,아메리카노,카푸치노 재료가 없군요 ㅎ,"[드롱기_공식수입_정품]_원두에서_커피까지,홈카페_완성",2022-04-28_11:34:12,"24,289","71,799"
1,뿡뿡이가좋아요,카푸취노 드시고 인자한 미소 :),"[드롱기_공식수입_정품]_원두에서_커피까지,홈카페_완성",2022-04-28_11:34:12,"24,289","71,799"
2,물루,아이스아메리카노 촤고,"[드롱기_공식수입_정품]_원두에서_커피까지,홈카페_완성",2022-04-28_11:34:12,"24,289","71,799"
3,뿡뿡이가좋아요,그것이 힐링,"[드롱기_공식수입_정품]_원두에서_커피까지,홈카페_완성",2022-04-28_11:34:12,"24,289","71,799"
4,해밀,이제 카페 갈 필요 없을 듯 ㅋㅋ,"[드롱기_공식수입_정품]_원두에서_커피까지,홈카페_완성",2022-04-28_11:34:12,"24,289","71,799"
5,물루,부머님 선물로 딱이네요,"[드롱기_공식수입_정품]_원두에서_커피까지,홈카페_완성",2022-04-28_11:34:12,"24,289","71,799"
6,아메리카노,핫딜 또해용??,"[드롱기_공식수입_정품]_원두에서_커피까지,홈카페_완성",2022-04-28_11:34:12,"24,289","71,799"
7,호엑,미리 어버이날 선물 고고~~,"[드롱기_공식수입_정품]_원두에서_커피까지,홈카페_완성",2022-04-28_11:34:12,"24,289","71,799"
8,로루로리아,30분에 또한대요!!!! 기대기대,"[드롱기_공식수입_정품]_원두에서_커피까지,홈카페_완성",2022-04-28_11:34:12,"24,289","71,799"
9,호엑,2만 핫딜 30분에 한데여 ㅋㅋㅋ 제꺼 하나 찜,"[드롱기_공식수입_정품]_원두에서_커피까지,홈카페_완성",2022-04-28_11:34:12,"24,289","71,799"
10,뿡뿡이가좋아요,ㅋㅋㅋㅋㅋㅋㅋㅋ대박이네요 2만 넘어서 핫딜 한번 더 한대요! 11시 30분에!,"[드롱기_공식수입_정품]_원두에서_커피까지,홈카페_완성",2022-04-28_11:34:12,"24,289","71,799"
11,아메리카노,핫딜 반복 구매 가능한건가요??,"[드롱기_공식수입_정품]_원두에서_커피까지,홈카페_완성",2022-04-28_11:34:12,"24,289","71,799"
12,물루,이번기회에 커피머신도 부모님 선물로 딱,"[드롱기_공식수입_정품]_원두에서_커피까지,홈카페_완성",2022-04-28_11:34:12,"24,289","71,799"
13,오궁이,손가락준비완료,"[드롱기_공식수입_정품]_원두에서_커피까지,홈카페_완성",2022-04-28_11:34:12,"24,289","71,799"
14,kyu,안녕하세요,"[드롱기_공식수입_정품]_원두에서_커피까지,홈카페_완성",2022-04-28_11:34:12,"24,289","71,799"
15,leej860,홈카페 인정~!!,"[드롱기_공식수입_정품]_원두에서_커피까지,홈카페_완성",2022-04-28_11:34:12,"24,289","71,799"
16,아메리카노,아아아~~ 중복 이 안되는군요,"[드롱기_공식수입_정품]_원두에서_커피까지,홈카페_완성",2022-04-28_11:34:12,"24,289","71,799"
17,아메리카노,아쉽당 ㅎㅎ,"[드롱기_공식수입_정품]_원두에서_커피까지,홈카페_완성",2022-04-28_11:34:12,"24,289","71,799"
18,1i,굿,"[드롱기_공식수입_정품]_원두에서_커피까지,홈카페_완성",2022-04-28_11:34:12,"24,289","71,799"
19,오궁이,한번만되나봐요ㅜ 아쉽,"[드롱기_공식수입_정품]_원두에서_커피까지,홈카페_완성",2022-04-28_11:34:12,"24,289","71,799"
20,웅선,스터디카페에도 많이 보이는 기계입니다.,"[드롱기_공식수입_정품]_원두에서_커피까지,홈카페_완성",2022-04-28_11:34:12,"24,289","71,799"
21,Nh,Wow,"[드롱기_공식수입_정품]_원두에서_커피까지,홈카페_완성",2022-04-28_11:34:12,"24,289","71,799"
22,이누띠,1개만 구매가능한거죠?,"[드롱기_공식수입_정품]_원두에서_커피까지,홈카페_완성",2022-04-28_11:34:12,"24,289","71,799"
23,물루,샀어요~~~~~,"[드롱기_공식수입_정품]_원두에서_커피까지,홈카페_완성",2022-04-28_11:34:12,"24,289","71,799"
24,꿍뿌,드랍커피 사랑입니다,"[드롱기_공식수입_정품]_원두에서_커피까지,홈카페_완성",2022-04-28_11:34:12,"24,289","71,799"
25,Nh,좋은 혜택 감사합니다(*☻-☻*),"[드롱기_공식수입_정품]_원두에서_커피까지,홈카페_완성",2022-04-28_11:34:12,"24,289","71,799"
26,물루,이 커피원두 맛있더라구요,"[드롱기_공식수입_정품]_원두에서_커피까지,홈카페_완성",2022-04-28_11:34:12,"24,289","71,799"
27,웅선,우유스팀까지 된다면 부드러운 실키폼 만들어서 카푸치노도 되겠네요,"[드롱기_공식수입_정품]_원두에서_커피까지,홈카페_완성",2022-04-28_11:34:12,"24,289","71,799"
28,은비까비,ㅎㅎ,"[드롱기_공식수입_정품]_원두에서_커피까지,홈카페_완성",2022-04-28_11:34:12,"24,289","71,799"
29,해밀,원두도 구매인증 가능한가요?,"[드롱기_공식수입_정품]_원두에서_커피까지,홈카페_완성",2022-04-28_11:34:12,"24,289","71,799"
30,웅선,이게 실키폼인가요? 너무 부드러워 보입니다,"[드롱기_공식수입_정품]_원두에서_커피까지,홈카페_완성",2022-04-28_11:34:44,"24,300","71,854"
31,로루로리아,조작법 너무 간단하네요!,"[드롱기_공식수입_정품]_원두에서_커피까지,홈카페_완성",2022-04-28_11:35:41,"24,364","71,941"
32,탑리더,드롱기 너무 좋네요,"[드롱기_공식수입_정품]_원두에서_커피까지,홈카페_완성",2022-04-28_11:35:41,"24,364","71,941"
33,호엑,이지이지~,"[드롱기_공식수입_정품]_원두에서_커피까지,홈카페_완성",2022-04-28_11:35:41,"24,364","71,941"
34,이미영,ㅇ,"[드롱기_공식수입_정품]_원두에서_커피까지,홈카페_완성",2022-04-28_11:37:32,"24,488","72,117"
35,로루로리아,용돈박스 대박 어버이날인뎅~~,"[드롱기_공식수입_정품]_원두에서_커피까지,홈카페_완성",2022-04-28_11:37:32,"24,488","72,117"
36,호엑,좋아하시겟어여 ㅡㅋㅋㅋ,"[드롱기_공식수입_정품]_원두에서_커피까지,홈카페_완성",2022-04-28_11:37:32,"24,488","72,117"
37,아메리카노,당첨발표는용?? 언제 해용??,"[드롱기_공식수입_정품]_원두에서_커피까지,홈카페_완성",2022-04-28_11:37:59,"24,498","72,154"
38,호엑,컵 이뻐요 굿굿~~,"[드롱기_공식수입_정품]_원두에서_커피까지,홈카페_완성",2022-04-28_11:39:50,"24,569","72,335"
39,해수,좋아용,"[드롱기_공식수입_정품]_원두에서_커피까지,홈카페_완성",2022-04-28_11:39:50,"24,569","72,335"
40,ksh,드롱기 커피머신 너무 고급스럽네요,"[드롱기_공식수입_정품]_원두에서_커피까지,홈카페_완성",2022-04-28_11:39:50,"24,569","72,335"
41,ksh,진짜 완전 예쁜거 아니에요?!ㅎㅎㅎ,"[드롱기_공식수입_정품]_원두에서_커피까지,홈카페_완성",2022-04-28_11:39:50,"24,569","72,335"
42,bot,드롱기 가즈앗,"[드롱기_공식수입_정품]_원두에서_커피까지,홈카페_완성",2022-04-28_11:40:16,"24,578","72,377"
43,ksh,아침마다 커피한잔 여유롭네요,"[드롱기_공식수입_정품]_원두에서_커피까지,홈카페_완성",2022-04-28_11:40:16,"24,578","72,377"
44,은비까비,세척 중요하죠..,"[드롱기_공식수입_정품]_원두에서_커피까지,홈카페_완성",2022-04-28_11:40:40,"24,592","72,414"
45,완소알롱,#🤎구매완료 2022042843050401,"[드롱기_공식수입_정품]_원두에서_커피까지,홈카페_완성",2022-04-28_11:40:40,"24,592","72,414"
46,완소알롱,#☕구매인증 2022042843050401,"[드롱기_공식수입_정품]_원두에서_커피까지,홈카페_완성",2022-04-28_11:40:40,"24,592","72,414"
47,여름 기다려,👍👍👍👍,"[드롱기_공식수입_정품]_원두에서_커피까지,홈카페_완성",2022-04-28_11:41:26,"24,629","72,482"
48,완소알롱,고민하다 15b로 구매했어요~~,"[드롱기_공식수입_정품]_원두에서_커피까지,홈카페_완성",2022-04-28_11:41:26,"24,629","72,482"
